titre,domaine,type_news
لم تنشر قناة أر أم سي الرياضية تغريدة تذكر فيها أصول لاعبين فرنسيين,,زائف
هذا المقطع يعود لمؤتمر صحفي للاعب مبابي عام 2021 والترجمة المرفقة به مفبركة,,زائف
هذا المقطع قديم منذ 2018 على الأقل ولا يظهر مظاهرات حديثة في مدينة اربد الأردنية,,مضلل
هذا المقطع من برنامج كوميدي، ولا يبين عناصر من الشرطة السودانية في الخرطوم,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,,زائف
هذه الصورة مفبركة ولا تظهر جدارية كتب عليها أن الرب لن يغفر لهاري كين,,زائف
لا صحة لهذا العرض المنسوب لشركة أمازون لشراء منصات بقيمة 9 ريال سعودي,,زائف
هذا المقطع متداول منذ عام 2018، ولا يظهر جدالًا بين طاقم تحكيم مباراة المغرب وفرنسا,,مضلل
هذا المقطع لحديث رئيس الفيفا عن الأخطاء التحكيمية قديم، وليس بعد مباراة المغرب وفرنسا,,مضلل
هذا المقطع قديم من أمريكا ولا يظهر اشتباكات بين جماهير المنتخب المغربي والفرنسي,,مضلل
هذا المقطع يعود لاقتحام يوتيوبر مباراة الأرجنتين وهولندا مؤخرا، وليس لملاكم هدّد ميسي,,مضلل
هذا المقطع الذي يظهر سلاحف تسير بشكل دائري عبارة عن تصميم رقمي,,زائف
هذا المقطع يعود لعام 2020، ولا يصوّر شغبًا بين الجماهير في مونديال قطر 2022,,مضلل
هذا المقطع لا يظهر إعلان إسلام حارس المنتخب الأرجنتيني,,مضلل
هذا المقطع قديم ولا يظهر استقبال المنتخب البرازيلي بعد خروجه من مونديال 2022,,مضلل
ترجمة هذا المقطع غير صحيحة، ولم يصرح بلاتر أن كأس العالم لن يكون عربيا,,زائف
هذه الصورة مفبركة، ولم تنشر نيويورك تايمز هذا الخبر عن المشجعين المغاربة,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,,زائف
هذا المقطع قديم ولا يظهر دخول مشجع جزائري إلى ملعب في قطر مؤخرًا,,مضلل
هذه الصورة معدلة رقميًا، ولا تظهر حجاب على قائم مرمى المنتخب المغربي,,زائف
هذا المقطع لا يظهر تعرف طفل على نبضات قلب أمه المتبرع به لرجل آخر بعد وفاتها,,مضلل
هذا المقطع لا يظهر رئيس سريلانكا بل ضابط سابق في الجيش الهندي,,مضلل
هذا الخبر مفبرك، ولم تُصنّف الفيفا المشجعين الجزائريين كأسوأ مشجعين في العالم,,زائف
لاعب المنتخب المغربي رفع علم فلسطين وليس علم الصحراء الغربية,,زائف
هذه الصورة لملعب في ماليزيا، ولا تبين حال ملعب الجنوب عقب خسارة اليابان,,مضلل
هذه الصور قديمة، ولا تبين منزل الملاكم المكسيكي الذي هدد ميسي محطمًا,,زائف
لم تعلن الفيفا عن اجتماع عاجل لاتخاذ قرار بإعادة مباراة السعودية وبولندا الأخيرة,,زائف
لا يمكن علاج مريض الجلطة الدماغية من خلال إسالة دم الأصابع وشحمة الأذن,,زائف
هذه الصورة قديمة وتعود لضبط لحوم فاسدة في ليبيا، ولا تظهر مطعمًا في عدن,,مضلل
هذه الصورة معدلة ولم يتوقع سيمبسون فوز منتخب المغرب بكأس العالم 2022,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذه الصورة معدلة ولم يتوقع سيمبسون فوز منتخب المغرب بكأس العالم 2022,,زائف
هذا المقطع متداول منذ عام 2020، ولا يبين اعتداءً على عرب عقب فوز منتخب المغرب على بلجيكا,,مضلل
هذا المقطع قديم، ولا يظهر حالات تسمم نتيجة وضع سم الفئران في مطعم في السعودية,,مضلل
هذا المقطع المتداول معدل رقميّا، ولا يُصوّر ظهور الجنّ أمام منزل في اليمن,,زائف
هذا المقطع قديم، ولا يبين انهيار مبنى في إزمير في تركيا مؤخرًا,,مضلل
لا، لم تعلن قطر عن تعطيل الدوام الرسمي لمدة 30 يومًا للاستمتاع ببطولة كأس العالم,,زائف جزئي
هذه الصورة تعود لملعب في ألمانيا عام 2018، ولا علاقة لها بمباراة إيران والولايات المتحدة الأخيرة,,زائف
هذا المقطع قديم، ولا يبين حريقًا نشب بالقرب من ملعب لوسيل مؤخرًا,,مضلل
هذا المقطع قديم ولا يظهر صلاة جماعية في أحد ملاعب كأس العالم في قطر 2022,,مضلل
هذه الصور لا تظهر غرفة تبديل ملابس المنتخب الياباني عقب مباراته أمام كوستاريكا,,مضلل
هذه الصورة معدلة، والصورة الأصلية لا تظهر علم الصحراء الغربية بل علم فلسطين,,زائف
هذا المقطع لا يظهر هجوم جماهير منتخب الكاميرون على منزل والد اللاعب بريل إمبولو,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذا المقطع قديم يعود لعام 2019 في المغرب ولا علاقة له بمرض الزومبي أو بالعراق,,زائف
هذا المقطع قديم، ولا يظهر احتجاج الجماهير الإنجليزية على منع الكحول في ملاعب قطر,,مضلل
هذه الصورة مُعدّلة، والصورة الأصلية لا تظهر علم الصحراء الغربية بل علم فلسطين,,زائف
هذا المقطع قديم، ولا يبين شجارًا بين جماهير منتخب الكاميرون بعد مباراة منتخبهم في قطر,,مضلل
لا صحة لخبر وفاة الاعب السعودي ياسر الشهراني متأثرًا بإصابته,,زائف
هذا الادعاء زائف، ولم تصرف وزارة القوى العاملة منحة 1000 جنيه للعمالة غير المنتظمة,,زائف
هذه الصورة معدلة رقميًا، ولا تظهر عرض صورة ذاكر نايك على شاشات ضخمة للتعريف بالإسلام,,زائف جزئي
هذا المقطع مركب، ولا يبيّن ظهور علم الحشد الشعبيّ في افتتاح كأس العالم 2022,,زائف
هذه الصورة مفبركة، ولم تنشر “فرانس24” خبرًا حول إلغاء شركة فيات اتفاقية إنشاء مصنع للسيارات في الجزائر,,زائف
